Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TOMM20,Mitochondrial import receptor subunit TOM20 homolog,48840,0.00548725082657315,0.00624015641006255,-0.00674345573714944,0.0177179573902957,0.379224640832853
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IGSF3,Immunoglobulin superfamily member 3,51847,0.00259042919546011,0.00294616222261577,-0.0031840487608668,0.00836490715178702,0.379271872620568
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DUOX2,Dual oxidase 2,51531,0.00504219200002586,0.00573941399082674,-0.00620705942199456,0.0162914434220463,0.37967060298711
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MPIG6B,Megakaryocyte and platelet inhibitory receptor G6b,52010,0.00543003231250367,0.0061831017617335,-0.00668884714049398,0.0175489117655013,0.379841366748884
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,52231,-0.00252549681168281,0.00287816721656723,-0.00816670455615459,0.00311571093278897,0.380241944955308
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MANSC1,MANSC domain-containing protein 1,52020,0.00196763405401017,0.00224390935586707,-0.00243042828348928,0.00636569639150963,0.380562069176977
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GGH,Gamma-glutamyl hydrolase,51578,-0.00241558099505748,0.00275935991654805,-0.00782392643149166,0.00299276444137669,0.38135809304075
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ADGRV1,Adhesion G-protein coupled receptor V1,48195,0.00494806084179194,0.00565460807140243,-0.00613497097815683,0.0160310926617407,0.381557806285453
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IGDCC4,Immunoglobulin superfamily DCC subclass member 4,48854,0.00190002755287108,0.00217140341429529,-0.00235592313914768,0.00615597824488984,0.381571861748993
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GLA,Alpha-galactosidase A,48353,-0.00275041633292106,0.00314515585613531,-0.00891492181094627,0.00341408914510415,0.38186054012551
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MEGF11,Multiple epidermal growth factor-like domains protein 11,48148,-0.00227675134274509,0.00260404398587168,-0.00738067755505358,0.00282717486956339,0.381958179458027
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CDH3,Cadherin-3,52166,-0.00256357448058694,0.00293466992307023,-0.00831552752980459,0.0031883785686307,0.382373460639841
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HTR1B,5-hydroxytryptamine receptor 1B,48195,-0.00303729338672624,0.00347704154703834,-0.00985229481892139,0.00377770804546891,0.382386018788804
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PSCA,Prostate stem cell antigen,48778,-0.0182358981559011,0.0208999643829313,-0.0591998283464466,0.0227280320346443,0.382928329026551
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SERPINA1,Alpha-1-antitrypsin,48495,0.000575044872305808,0.000659096287038643,-0.000716783850289932,0.00186687359490155,0.382959963116327
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GUCY2C,Heat-stable enterotoxin receptor,48486,0.00567693917341258,0.00651050165917264,-0.00708364407856579,0.018437522425391,0.383237195030445
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CEP85,Centrosomal protein of 85 kDa,51406,0.00460023445517531,0.00527790158075245,-0.0057444526430995,0.0149449215534501,0.383434209715423
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SMAD5,Mothers against decapentaplegic homolog 5,51847,-0.00140447790687708,0.00161392826093734,-0.00456777729831426,0.0017588214845601,0.38418739434935
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LCAT,Phosphatidylcholine-sterol acyltransferase,48865,-0.00152954254271823,0.00175770982238206,-0.00497465379458706,0.00191556870915061,0.384206566195487
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KEL,Kell blood group glycoprotein,51447,0.0025629091092859,0.00294646362129784,-0.00321215958845787,0.00833797780702967,0.384404927354132
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SOD3,Extracellular superoxide dismutase,48865,-0.00432661664366122,0.00497752426595565,-0.0140825642049343,0.00542933091761186,0.384731281797781
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,C1GALT1C1,C1GALT1-specific chaperone 1,48148,0.00227716949565088,0.00262181981103972,-0.00286159733398696,0.00741593632528872,0.385106501296174
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DDX39A,ATP-dependent RNA helicase DDX39A,48252,0.00166044677036564,0.00191869709029976,-0.0021001995266219,0.00542109306735317,0.386828041105654
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GGA1,ADP-ribosylation factor-binding protein GGA1,51447,0.0047496916559165,0.00548944030875108,-0.00600961134923562,0.0155089946610686,0.386915327863616
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,OSMR,Oncostatin-M-specific receptor subunit beta,52108,-0.00135150062550067,0.00156276648714612,-0.00441452294030707,0.00171152168930574,0.387150311503608
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TPSD1,Tryptase delta,48801,-0.00253618050068153,0.00294057861986964,-0.00829971459562603,0.00322735359426297,0.388435495989621
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IL17RA,Interleukin-17 receptor A,51969,-0.00311764210029837,0.0036281495148649,-0.0102288151494336,0.00399353094883683,0.390187909323693
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DOK1,Docking protein 1,48794,0.00945674351426836,0.0110265311938829,-0.0121552576257422,0.0310687446542789,0.391103998332472
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TLR4,Toll-like receptor 4,48252,0.00197479735213693,0.00230331389681014,-0.00253969788561094,0.00648929258988481,0.391249661634252
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HTR1A,5-hydroxytryptamine receptor 1A,48195,-0.00492698250141157,0.00574934307465534,-0.016195694927736,0.0063417299249129,0.391475024051646
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LAT2,Linker for activation of T-cells family member 2,51847,0.00882371166196437,0.0103074295927687,-0.0113788503398624,0.0290262736637911,0.391976985016964
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ZNF830,Zinc finger protein 830,48767,0.00539412636199251,0.00630164605905926,-0.00695709991376364,0.0177453526377487,0.392015205432874
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CHRM1,Muscarinic acetylcholine receptor M1,48300,0.0025241115039555,0.00295506701471593,-0.00326781984488772,0.00831604285279871,0.393024580357057
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PDCL2,Phosducin-like protein 2,48131,0.00362881438295932,0.00425147564908375,-0.00470407788924484,0.0119617066551635,0.393369098034411
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SAA4,Serum amyloid A-4 protein,48866,-0.00218246264272564,0.00255962473712712,-0.0071993271274948,0.00283440184204351,0.393863803635439
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GCC1,GRIP and coiled-coil domain-containing protein 1,48794,0.00747358208924296,0.00876915465121274,-0.00971396102713402,0.0246611252056199,0.394081025955814
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ITPA,Inosine triphosphate pyrophosphatase,48148,0.00468441913358744,0.00549651637959101,-0.00608875297041093,0.0154575912375858,0.394084474428512
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NGF,Beta-nerve growth factor,51761,-0.000844661767919185,0.000993354376719129,-0.00279163634628868,0.00110231281045031,0.395160089069181
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ANXA10,Annexin A10,51447,0.00558336379873118,0.00657658728613555,-0.0073067472820945,0.0184734748795569,0.395903624135884
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DIPK2B,Divergent protein kinase domain 2B,48385,0.00204152215836775,0.00240902087258178,-0.00268015875189254,0.00676320306862805,0.396755193030499
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CALB2,Calretinin,51447,-0.0019754290001599,0.00233323987714018,-0.00654857915935466,0.00259772115903486,0.397201144739189
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TST,Thiosulfate sulfurtransferase,51412,0.0051869270892274,0.00612756987828218,-0.00682310987220568,0.0171969640506605,0.397288287586452
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ENAH,Protein enabled homolog,51550,-0.00328269256430734,0.00387809045051174,-0.0108837498473103,0.00431836471869566,0.397298660809207
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IL12RB1,Interleukin-12 receptor subunit beta-1,51550,0.00256084698478174,0.00302979589129429,-0.00337755296215507,0.00849924693171854,0.397996294525627
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EPPK1,Epiplakin,48283,0.00505060936920966,0.00598100776732931,-0.00667216585475579,0.0167733845931751,0.398433171862648
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HYAL1,Hyaluronidase-1,51864,0.00157707656242681,0.00187035843206037,-0.00208882596441151,0.00524297908926513,0.399128157881006
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PSPN,Persephin,51933,0.00599388394333356,0.00711344579523213,-0.00794846981532142,0.0199362377019885,0.399453394405832
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CALCOCO1,Calcium-binding and coiled-coil domain-containing protein 1,52092,0.0069643653583919,0.0082889777157547,-0.00928203096448733,0.0232107616812711,0.400807089640285
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TMPRSS11D,Transmembrane protease serine 11D,48756,0.00259788180106219,0.00309342892480216,-0.00346523889155004,0.00866100249367443,0.401026834240623
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NOS3,"Nitric oxide synthase, endothelial",51447,0.00349436113944189,0.00416298990195474,-0.0046650990683894,0.0116538213472732,0.401260752433864
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DPEP1,Dipeptidase 1,51729,0.00313682767467164,0.00373716323253971,-0.00418801226110619,0.0104616676104495,0.401275646536016
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,48298,0.00270988810987542,0.00322967464263867,-0.00362027418969637,0.00904005040944721,0.401446291575345
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,51761,-0.00245487347725593,0.00293381452995241,-0.00820514995596266,0.00329540300145081,0.402740941812843
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FOLR3,Folate receptor gamma,51945,0.0131455953606109,0.0157166085584817,-0.0176589574140131,0.043950148135235,0.402930459863922
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TPT1,Translationally-controlled tumor protein,51550,0.00443067871204479,0.00529969950528818,-0.00595673231832005,0.0148180897424096,0.403149815386849
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EGF,Pro-epidermal growth factor,51893,0.00707628300608837,0.0084706770565938,-0.00952624402483549,0.0236788100370122,0.403509112299347
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CD4,T-cell surface glycoprotein CD4,51897,0.00195037970439418,0.00233601764206921,-0.00262821487406147,0.00652897428284983,0.403773278040976
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ASGR2,Asialoglycoprotein receptor 2,48865,-0.00177671384918599,0.00212848334225299,-0.00594854120000185,0.00239511350162987,0.403878277078814
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CSF3R,Granulocyte colony-stimulating factor receptor,48252,0.00202193243391254,0.00242432267190473,-0.00272974000302073,0.00677360487084581,0.404280120817077
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,XRCC4,DNA repair protein XRCC4,51447,0.0025183355768675,0.00301977663395329,-0.00340042662568094,0.00843709777941594,0.404319212486143
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RALY,RNA-binding protein Raly,48767,0.00336182873254865,0.00403748683160731,-0.00455164545740167,0.011275302922499,0.40504987043833
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CEACAM19,Carcinoembryonic antigen-related cell adhesion molecule 19,48778,0.00271026266756249,0.00325525271828697,-0.00367003266027996,0.00909055799540495,0.405090740766617
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CHL1,Neural cell adhesion molecule L1-like protein,52038,0.00200297155272044,0.00240872944932842,-0.00271813816796325,0.00672408127340414,0.405673205619789
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CPA1,Carboxypeptidase A1,52250,0.0043358313225969,0.00521725054196441,-0.00588997973965335,0.0145616423848471,0.40594995614304
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NHLRC3,NHL repeat-containing protein 3,47918,0.00215200960137313,0.00259450758003385,-0.00293322525549322,0.00723724445823947,0.406861094502988
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AKT2,RAC-beta serine/threonine-protein kinase,48801,0.00854630140502634,0.0103171747205904,-0.0116753610473307,0.0287679638573834,0.407478274266408
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ERBB3,Receptor tyrosine-protein kinase erbB-3,51843,-0.00132003177206461,0.001593675194886,-0.00444363515404116,0.00180357160991195,0.407512464347057
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ARF6,ADP-ribosylation factor 6,48778,0.00724376613778341,0.00874784317501104,-0.00990200648523823,0.024389538760805,0.407644559193996
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ENTPD5,Ectonucleoside triphosphate diphosphohydrolase 5,51531,0.00148060073691046,0.00178867919331989,-0.00202521048199652,0.00498641195581744,0.407813891020657
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FGF20,Fibroblast growth factor 20,48252,-0.00283653785907467,0.0034287294682406,-0.00955684761682623,0.0038837718986769,0.408085357215248
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CACYBP,Calcyclin-binding protein,48353,0.00692092507111447,0.00837124163509884,-0.00948670853367926,0.0233285586759082,0.408388690492782
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TFPI2,Tissue factor pathway inhibitor 2,51955,0.00266317343416225,0.00322556953355921,-0.0036589428516138,0.0089852897199383,0.409014272133773
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PALM2,Paralemmin-2,48794,0.00259042538601992,0.00313863092960766,-0.0035612912360111,0.00874214200805093,0.409190556017903
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GP5,Platelet glycoprotein V,48385,-0.00245109993491821,0.00297122990435099,-0.00827471054744615,0.00337251067760973,0.409413014372622
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IL17C,Interleukin-17C,51550,0.0047435573126225,0.00575413304392789,-0.00653454345347616,0.0160216580787212,0.409735686470582
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",48131,0.00381176411655571,0.00462713777519234,-0.00525742592282127,0.0128809541559327,0.410072107449296
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,XIAP,E3 ubiquitin-protein ligase XIAP,48252,0.00389313843063942,0.00472601468201932,-0.00536985034611845,0.0131561272073973,0.410081538299747
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RCOR1,REST corepressor 1,51531,0.00294178506204067,0.00357263558531565,-0.00406058068517801,0.00994415080925935,0.410276886717726
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MYOM1,Myomesin-1,48195,-0.00317417098765756,0.00386273026408453,-0.0107451223052632,0.00439678032994813,0.41123326244043
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CLEC11A,C-type lectin domain family 11 member A,51937,0.00320855885095556,0.00390532539874221,-0.00444587893057917,0.0108629966324903,0.411321218658586
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DTD1,D-aminoacyl-tRNA deacylase 1,48385,0.00582131901213141,0.0070934847220247,-0.00808191104303699,0.0197245490672998,0.411851467572752
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FOSB,Protein fosB,51447,0.00257630045853927,0.00314544536899764,-0.0035887724646961,0.00874137338177465,0.412762180947423
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,REST,RE1-silencing transcription factor,48131,0.00230753180039082,0.00281840776795563,-0.00321654742480222,0.00783161102558385,0.412947062422932
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LYPD8,Ly6/PLAUR domain-containing protein 8,51406,-0.00340146523126494,0.00415500191850992,-0.0115452689915444,0.0047423385290145,0.412998405816483
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ERBIN,Erbin,51847,0.00681441404991391,0.00833242202583499,-0.00951713312072268,0.0231459612205505,0.413468860548109
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RPS10,40S ribosomal protein S10,48148,-0.00274882763465296,0.0033631481637551,-0.00934059803561296,0.00384294276630704,0.413745454687591
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AZI2,5-azacytidine-induced protein 2,48801,0.00369688883663115,0.00452544297545798,-0.00517297939526649,0.0125667570685288,0.413988332452021
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GUK1,Guanylate kinase,48148,0.00264478588048403,0.0032383709197875,-0.00370242112229947,0.00899199288326754,0.414108369972741
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IDO1,"Indoleamine 2,3-dioxygenase 1",48283,0.00417732280338596,0.0051152014247633,-0.00584847198915011,0.014203117595922,0.414139075909766
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ACSL1,Long-chain-fatty-acid--CoA ligase 1,48148,0.00236476099757422,0.00289663330910991,-0.00331264028828122,0.00804216228342965,0.414291300205486
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",51406,0.00543975173938234,0.00667113449814979,-0.00763567187699125,0.0185151753557559,0.414842578760698
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CLIP2,CAP-Gly domain-containing linker protein 2,51933,0.00751465350053445,0.00921573259008816,-0.0105481823760383,0.0255774893771073,0.414842695220331
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FN1,Fibronectin,48866,-0.00177549938715785,0.0021796038598974,-0.00604752295255675,0.00249652417824106,0.415312436845711
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EFNA4,Ephrin-A4,51721,-0.00206073881280775,0.00253113500508641,-0.00702176342277712,0.00290028579716162,0.415563959169054
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,STX16,Syntaxin-16,51406,-0.00375289614620668,0.00461272665171404,-0.0127938403835662,0.00528804809115283,0.415884900137631
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IL10,Interleukin-10,51550,0.0051341726563467,0.00631249897920789,-0.00723832534290075,0.0175066706555942,0.41603478900207
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",48452,-0.00405459760974137,0.00498637427879835,-0.0138278911961861,0.00571869597670339,0.416150164719284
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CD109,CD109 antigen,51969,0.00221485034221335,0.00272830168409336,-0.00313262095860963,0.00756232164303632,0.416911508119306
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GPIHBP1,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,48778,0.00472072476129251,0.00581926160892806,-0.0066850279922065,0.0161264775147915,0.417246605890373
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,51761,0.00498048785172882,0.0061500821538722,-0.00707367316986069,0.0170346488733183,0.418049308774572
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FGF16,Fibroblast growth factor 16,48252,-0.00302599765070047,0.00373850227577652,-0.0103534621112224,0.0043014668098215,0.418286610295136
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LTA,Lymphotoxin-alpha,51933,0.00260786512682888,0.00322517496767923,-0.0037134778098224,0.00892920806348017,0.418755534304273
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,UGDH,UDP-glucose 6-dehydrogenase,48148,0.00664307310972227,0.00822302645655232,-0.00947405874512027,0.0227602049645648,0.419179683416805
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RBP2,Retinol-binding protein 2,51847,0.00506841175079691,0.00629252419114417,-0.00726493566384567,0.0174017591654395,0.420559289967848
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NENF,Neudesin,48767,-0.00731883483621846,0.00909508690979079,-0.0251452051794084,0.0105075355069715,0.421001138110425
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TPD52L2,Tumor protein D54,48385,0.0070519002816675,0.00878432296083305,-0.0101653727215653,0.0242691732849003,0.42211013249578
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LYPLA2,Acyl-protein thioesterase 2,48195,0.00691108712602993,0.00861701972925624,-0.0099782715433123,0.0238004457953722,0.422546754589894
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,STX8,Syntaxin-8,51933,0.0031557391732202,0.00393799802451038,-0.00456273695482014,0.0108742153012606,0.422933618422892
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ADM,Pro-adrenomedullin,52163,0.00170036201413964,0.00212240138364401,-0.00245954469780262,0.00586026872608191,0.423052851659897
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PXN,Paxillin,51447,0.00344517164836989,0.00430091274678916,-0.00498461733533685,0.0118749606320766,0.423121059118587
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",48148,-0.00428102056600098,0.00535334626953585,-0.0147735792542912,0.00621153812228929,0.423899811137045
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PSTPIP2,Proline-serine-threonine phosphatase-interacting protein 2,47693,0.0070380001631367,0.00880267631701581,-0.0102152454182143,0.0242912457444877,0.423993344080135
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CASP7,Caspase-7,48794,0.00543039878664396,0.00679790570601208,-0.00789349639713971,0.0187542939704276,0.424396018283404
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PDZD2,PDZ domain-containing protein 2,48148,0.00383779280124995,0.00480545722357428,-0.00558090335695565,0.0132564889594555,0.424513422236116
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RUVBL1,RuvB-like 1,51406,-0.00645208946500007,0.00808122759980999,-0.0222912955606277,0.00938711663062751,0.424644035864199
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EDEM2,ER degradation-enhancing alpha-mannosidase-like protein 2,48148,-0.00234860938482051,0.00294590772503442,-0.00812258852588797,0.00342536975624695,0.425318600711766
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GALNT5,Polypeptide N-acetylgalactosaminyltransferase 5,48840,0.00181719901586684,0.00227972417305667,-0.00265106036332422,0.00628545839505791,0.425394441280628
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FADD,FAS-associated death domain protein,51955,0.00493113399462876,0.00618687069605568,-0.00719513256964038,0.0170574005588979,0.425440542664132
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PIKFYVE,1-phosphatidylinositol 3-phosphate 5-kinase,48252,0.00355403724034475,0.00446288210018862,-0.00519321167602494,0.0123012861567144,0.425835506484989
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AFP,Alpha-fetoprotein,51678,0.00420415517654798,0.00528343053411843,-0.00615136867032414,0.0145596790234201,0.426200361407402
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,YES1,Tyrosine-protein kinase Yes,51847,0.00740035243631363,0.00930130712153749,-0.0108302095218998,0.0256309143945271,0.426258157507407
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TXNL1,Thioredoxin-like protein 1,48162,-0.00653986484556382,0.00822113056721413,-0.0226532807573035,0.00957355106617588,0.426335511944408
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CTRL,Chymotrypsin-like protease CTRL-1,48794,0.00451019932457001,0.00567233822447962,-0.00660758359541004,0.0156279822445501,0.42655204641665
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CCAR2,Cell cycle and apoptosis regulator protein 2,48794,-0.00346707832279042,0.00436160590365753,-0.0120158258939592,0.00508166924837835,0.426675976081466
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ARNTL,Aryl hydrocarbon receptor nuclear translocator-like protein 1,48148,-0.00324894471602839,0.00409103800290063,-0.0112673792017136,0.00476948976965686,0.42711108190376
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FAM172A,Cotranscriptional regulator FAM172A,48283,0.00393318384218204,0.00495988735371829,-0.00578819537110581,0.0136545630554699,0.427788183384514
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CXCL12,Stromal cell-derived factor 1,51550,0.00253232030483187,0.00319579665597185,-0.00373144114087297,0.0087960817505367,0.428140953150867
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,OMG,Oligodendrocyte-myelin glycoprotein,51847,-0.00447797897574478,0.00565568612122409,-0.015563123773344,0.00660716582185444,0.428505312530839
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SARG,Specifically androgen-regulated gene protein,48768,0.0070601479909403,0.00892149971666182,-0.0104259914537169,0.0245462874355975,0.428741291257702
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NTF4,Neurotrophin-4,51406,-0.002404251106966,0.00304097601103101,-0.00836456408858679,0.00355606187465479,0.429175019845523
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TEX33,Testis-expressed protein 33,48486,0.00242418371394164,0.00306639045649024,-0.00358594158077924,0.00843430900866251,0.429206783198902
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IL1R2,Interleukin-1 receptor type 2,51887,0.00128172958173158,0.0016216287989826,-0.0018966628642743,0.00446012202773747,0.429304346687226
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PPP1R9B,Neurabin-2,52231,0.00608017827856268,0.00769488648374563,-0.00900179922957875,0.0211621557867041,0.429443265531084
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ITGB1BP1,Integrin beta-1-binding protein 1,51406,-0.0025934947404004,0.00328427321907281,-0.00903067024978311,0.00384368076898232,0.429728244275563
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ACE,Angiotensin-converting enzyme,48865,0.00172842974411715,0.00219332122533281,-0.00257047985753515,0.00602733934576946,0.43068122365737
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DOC2B,Double C2-like domain-containing protein beta,48300,0.00232465279846603,0.00295817595035472,-0.00347337206422923,0.00812267766116129,0.431970718454329
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",48794,0.00267461208429607,0.00340626550713191,-0.00400166830968248,0.00935089247827461,0.432343391794717
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NELL1,Protein kinase C-binding protein NELL1,52020,-0.00267216606634164,0.00340320616992628,-0.00934245015939715,0.00399811802671387,0.432349670192703
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TWF2,Twinfilin-2,48854,0.00540008682322907,0.00690501127141996,-0.00813373526875405,0.0189339089152122,0.434192394904956
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FBP1,"Fructose-1,6-bisphosphatase 1",51955,0.00468009963233855,0.00599514866710512,-0.00707039175518748,0.0164305910198646,0.435017580481529
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SLC12A2,Solute carrier family 12 member 2,48148,0.00168530296639684,0.00216134714545449,-0.00255093743869395,0.00592154337148763,0.435549517182081
